model,model_tag,setting,project,approach,k_label,k,used_v2,total_issues,invalid_count,invalid_rate,accuracy,f1_macro,precision_macro,recall_macro,f1_weighted,precision_weighted,recall_weighted,f1_bug,precision_bug,recall_bug,support_bug,f1_feature,precision_feature,recall_feature,support_feature,f1_question,precision_question,recall_question,support_question,source_path,top_k
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k1,1.0,True,300.0,0.0,0.0,0.7267,0.7206,0.7594,0.7267,0.7206,0.7594,0.7267,0.6326,0.5913,0.68,100.0,0.8458,0.7559,0.96,100.0,0.6835,0.931,0.54,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k1.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k3,3.0,True,300.0,1.0,0.0033,0.7767,0.7759,0.7904,0.7767,0.7759,0.7904,0.7767,0.6734,0.6768,0.67,100.0,0.852,0.7724,0.95,100.0,0.8023,0.9221,0.71,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k3.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k6,6.0,True,300.0,12.0,0.04,0.8367,0.8513,0.8748,0.8367,0.8513,0.8748,0.8367,0.8195,0.8,0.84,100.0,0.9366,0.9143,0.96,100.0,0.7978,0.9103,0.71,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k6.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k9,9.0,True,300.0,17.0,0.0567,0.8367,0.8585,0.8862,0.8367,0.8585,0.8862,0.8367,0.8458,0.8416,0.85,100.0,0.9453,0.9406,0.95,100.0,0.7845,0.8765,0.71,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ft,finetune_fixed,,False,300.0,0.0,0.0,0.6767,0.662,0.675,0.6767,0.662,0.675,0.6767,0.5028,0.5696,0.45,100.0,0.8017,0.6831,0.97,100.0,0.6816,0.7722,0.61,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/evaluations/eval_finetune_fixed.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k1,1.0,True,300.0,1.0,0.0033,0.8233,0.8203,0.8491,0.8233,0.8203,0.8491,0.8233,0.7895,0.7031,0.9,100.0,0.932,0.9057,0.96,100.0,0.7394,0.9385,0.61,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k1.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k3,3.0,True,300.0,2.0,0.0067,0.8433,0.8454,0.853,0.8433,0.8454,0.853,0.8433,0.7943,0.7615,0.83,100.0,0.9268,0.9048,0.95,100.0,0.8152,0.8929,0.75,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k3.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k6,6.0,True,300.0,15.0,0.05,0.8133,0.8297,0.8607,0.8133,0.8297,0.8607,0.8133,0.8134,0.7798,0.85,100.0,0.9314,0.9135,0.95,100.0,0.7442,0.8889,0.64,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k6.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k9,9.0,True,300.0,21.0,0.07,0.8167,0.8429,0.8828,0.8167,0.8429,0.8828,0.8167,0.8365,0.8056,0.87,100.0,0.9293,0.9388,0.92,100.0,0.763,0.9041,0.66,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k1,1.0,True,300.0,1.0,0.0033,0.7733,0.7705,0.7971,0.7733,0.7705,0.7971,0.7733,0.6986,0.6697,0.73,100.0,0.8661,0.7823,0.97,100.0,0.747,0.9394,0.62,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k1.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k3,3.0,True,300.0,1.0,0.0033,0.8033,0.8012,0.81,0.8033,0.8012,0.81,0.8033,0.712,0.7473,0.68,100.0,0.87,0.7886,0.97,100.0,0.8216,0.8941,0.76,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k3.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k6,6.0,True,300.0,11.0,0.0367,0.8433,0.8574,0.8765,0.8433,0.8574,0.8765,0.8433,0.8276,0.8155,0.84,100.0,0.936,0.9223,0.95,100.0,0.8087,0.8916,0.74,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k6.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k9,9.0,True,300.0,17.0,0.0567,0.8567,0.8804,0.9078,0.8567,0.8804,0.9078,0.8567,0.87,0.87,0.87,100.0,0.9495,0.9592,0.94,100.0,0.8216,0.8941,0.76,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/evaluations/eval_k9.csv,0.0
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,zero_shot,0.0,True,300.0,1.0,0.0033,0.72,0.7097,0.7643,0.72,0.7097,0.7643,0.72,0.6516,0.595,0.72,100.0,0.8509,0.7578,0.97,100.0,0.6267,0.94,0.47,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/evaluations/eval_zero_shot.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ft,finetune_fixed,,False,300.0,28.0,0.0933,0.5633,0.5933,0.6676,0.5633,0.5933,0.6676,0.5633,0.5462,0.471,0.65,100.0,0.7273,0.8421,0.64,100.0,0.5063,0.6897,0.4,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/eval_finetune_fixed.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k1,1.0,False,300.0,1.0,0.0033,0.8033,0.8007,0.8062,0.8033,0.8007,0.8062,0.8033,0.7128,0.7614,0.67,100.0,0.8727,0.8,0.96,100.0,0.8168,0.8571,0.78,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k3,3.0,False,300.0,1.0,0.0033,0.8333,0.8334,0.8352,0.8333,0.8334,0.8352,0.8333,0.7778,0.7857,0.77,100.0,0.9038,0.8704,0.94,100.0,0.8187,0.8495,0.79,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k6,6.0,False,300.0,15.0,0.05,0.7867,0.8042,0.8274,0.7867,0.8042,0.8274,0.7867,0.7745,0.7596,0.79,100.0,0.92,0.92,0.92,100.0,0.7182,0.8025,0.65,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k9,9.0,False,300.0,21.0,0.07,0.76,0.785,0.8159,0.76,0.785,0.8159,0.76,0.7538,0.7576,0.75,100.0,0.89,0.89,0.89,100.0,0.7111,0.8,0.64,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/evaluations/eval_k9.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k1,1.0,False,300.0,1.0,0.0033,0.79,0.7889,0.79,0.79,0.7889,0.79,0.79,0.6984,0.7416,0.66,100.0,0.9171,0.8952,0.94,100.0,0.7512,0.7333,0.77,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k1.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k3,3.0,False,300.0,1.0,0.0033,0.8167,0.8122,0.8271,0.8167,0.8122,0.8271,0.8167,0.7135,0.8592,0.61,100.0,0.9231,0.8889,0.96,100.0,0.8,0.7333,0.88,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k3.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k6,6.0,False,300.0,11.0,0.0367,0.8333,0.8467,0.8674,0.8333,0.8467,0.8674,0.8333,0.8,0.9,0.72,100.0,0.9223,0.8962,0.95,100.0,0.8177,0.8058,0.83,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k6.csv,0.0
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k9,9.0,False,300.0,17.0,0.0567,0.81,0.8322,0.8597,0.81,0.8322,0.8597,0.81,0.7912,0.878,0.72,100.0,0.9055,0.901,0.91,100.0,0.8,0.8,0.8,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k9.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ft,finetune_fixed,,False,300.0,0.0,0.0,0.4767,0.453,0.6602,0.4767,0.453,0.6602,0.4767,0.5115,0.3805,0.78,100.0,0.5143,0.6,0.45,100.0,0.3333,1.0,0.2,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/eval_finetune_fixed.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k1,1.0,False,300.0,1.0,0.0033,0.7833,0.7804,0.8088,0.7833,0.7804,0.8088,0.7833,0.7297,0.6639,0.81,100.0,0.892,0.8407,0.95,100.0,0.7195,0.9219,0.59,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k3,3.0,False,300.0,2.0,0.0067,0.8,0.7998,0.8161,0.8,0.7998,0.8161,0.8,0.7489,0.6891,0.82,100.0,0.9223,0.8962,0.95,100.0,0.7283,0.863,0.63,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k6,6.0,False,300.0,16.0,0.0533,0.8,0.8171,0.8514,0.8,0.8171,0.8514,0.8,0.7923,0.7664,0.82,100.0,0.9179,0.8879,0.95,100.0,0.7412,0.9,0.63,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k9,9.0,False,300.0,21.0,0.07,0.7533,0.7764,0.819,0.7533,0.7764,0.819,0.7533,0.7363,0.7327,0.74,100.0,0.8667,0.8273,0.91,100.0,0.7262,0.8971,0.61,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/evaluations/eval_k9.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k1,1.0,False,300.0,0.0,0.0,0.7567,0.7516,0.7805,0.7567,0.7516,0.7805,0.7567,0.6822,0.6404,0.73,100.0,0.861,0.7805,0.96,100.0,0.7117,0.9206,0.58,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k1.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k3,3.0,False,300.0,1.0,0.0033,0.7733,0.7707,0.7812,0.7733,0.7707,0.7812,0.7733,0.6897,0.6796,0.7,100.0,0.8767,0.8067,0.96,100.0,0.7458,0.8571,0.66,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k3.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k6,6.0,False,300.0,12.0,0.04,0.8233,0.8378,0.8622,0.8233,0.8378,0.8622,0.8233,0.8077,0.7778,0.84,100.0,0.9261,0.9126,0.94,100.0,0.7797,0.8961,0.69,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k6.csv,0.0
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k9,9.0,False,300.0,17.0,0.0567,0.7833,0.803,0.8331,0.7833,0.803,0.8331,0.7833,0.7553,0.8068,0.71,100.0,0.8692,0.8158,0.93,100.0,0.7845,0.8765,0.71,100.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/evaluations/eval_k9.csv,0.0
,,project_specific,kubernetes_kubernetes,vtag,k1,1.0,False,300.0,0.0,0.0,0.6567,0.658,0.6603,0.6567,0.658,0.6603,0.6567,0.5572,0.5545,0.56,100.0,0.6602,0.6415,0.68,100.0,0.7565,0.7849,0.73,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k1.csv,1.0
,,project_specific,kubernetes_kubernetes,vtag,k10,10.0,False,300.0,0.0,0.0,0.7167,0.7119,0.7267,0.7167,0.7119,0.7267,0.7167,0.6243,0.7397,0.54,100.0,0.7359,0.6489,0.85,100.0,0.7755,0.7917,0.76,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k10.csv,10.0
,,project_specific,kubernetes_kubernetes,vtag,k11,11.0,False,300.0,0.0,0.0,0.7167,0.7106,0.7278,0.7167,0.7106,0.7278,0.7167,0.6118,0.7429,0.52,100.0,0.7382,0.6466,0.86,100.0,0.7817,0.7938,0.77,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k11.csv,11.0
,,project_specific,kubernetes_kubernetes,vtag,k12,12.0,False,300.0,0.0,0.0,0.7233,0.7181,0.7394,0.7233,0.7181,0.7394,0.7233,0.6272,0.7681,0.53,100.0,0.7373,0.6397,0.87,100.0,0.7897,0.8105,0.77,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k12.csv,12.0
,,project_specific,kubernetes_kubernetes,vtag,k13,13.0,False,300.0,0.0,0.0,0.73,0.7248,0.7453,0.73,0.7248,0.7453,0.73,0.6391,0.7826,0.54,100.0,0.7436,0.6493,0.87,100.0,0.7919,0.8041,0.78,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k13.csv,13.0
,,project_specific,kubernetes_kubernetes,vtag,k14,14.0,False,300.0,0.0,0.0,0.7367,0.7319,0.7549,0.7367,0.7319,0.7549,0.7367,0.6548,0.8088,0.55,100.0,0.7489,0.6519,0.88,100.0,0.7919,0.8041,0.78,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k14.csv,14.0
,,project_specific,kubernetes_kubernetes,vtag,k15,15.0,False,300.0,0.0,0.0,0.7367,0.7307,0.7568,0.7367,0.7307,0.7568,0.7367,0.6424,0.8154,0.53,100.0,0.7458,0.6471,0.88,100.0,0.804,0.8081,0.8,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k15.csv,15.0
,,project_specific,kubernetes_kubernetes,vtag,k16,16.0,False,300.0,0.0,0.0,0.74,0.7319,0.7574,0.74,0.7319,0.7574,0.74,0.6258,0.8095,0.51,100.0,0.7521,0.6567,0.88,100.0,0.8177,0.8058,0.83,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k16.csv,16.0
,,project_specific,kubernetes_kubernetes,vtag,k17,17.0,False,300.0,0.0,0.0,0.72,0.7119,0.7419,0.72,0.7119,0.7419,0.72,0.6087,0.8033,0.49,100.0,0.7311,0.6304,0.87,100.0,0.796,0.7921,0.8,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k17.csv,17.0
,,project_specific,kubernetes_kubernetes,vtag,k18,18.0,False,300.0,0.0,0.0,0.7267,0.7178,0.7466,0.7267,0.7178,0.7466,0.7267,0.6087,0.8033,0.49,100.0,0.7426,0.6423,0.88,100.0,0.802,0.7941,0.81,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k18.csv,18.0
,,project_specific,kubernetes_kubernetes,vtag,k19,19.0,False,300.0,0.0,0.0,0.72,0.711,0.7447,0.72,0.711,0.7447,0.72,0.6038,0.8136,0.48,100.0,0.7333,0.6286,0.88,100.0,0.796,0.7921,0.8,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k19.csv,19.0
,,project_specific,kubernetes_kubernetes,vtag,k2,2.0,False,300.0,0.0,0.0,0.6567,0.658,0.6603,0.6567,0.658,0.6603,0.6567,0.5572,0.5545,0.56,100.0,0.6602,0.6415,0.68,100.0,0.7565,0.7849,0.73,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k2.csv,2.0
,,project_specific,kubernetes_kubernetes,vtag,k20,20.0,False,300.0,0.0,0.0,0.73,0.7208,0.7597,0.73,0.7208,0.7597,0.73,0.6242,0.8596,0.49,100.0,0.75,0.6429,0.9,100.0,0.7882,0.7767,0.8,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k20.csv,20.0
,,project_specific,kubernetes_kubernetes,vtag,k25,25.0,False,300.0,0.0,0.0,0.7267,0.7157,0.7719,0.7267,0.7157,0.7719,0.7267,0.6093,0.902,0.46,100.0,0.7419,0.6216,0.92,100.0,0.796,0.7921,0.8,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k25.csv,25.0
,,project_specific,kubernetes_kubernetes,vtag,k3,3.0,False,300.0,0.0,0.0,0.6967,0.6953,0.7001,0.6967,0.6953,0.7001,0.6967,0.6022,0.6512,0.56,100.0,0.6941,0.6387,0.76,100.0,0.7897,0.8105,0.77,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k3.csv,3.0
,,project_specific,kubernetes_kubernetes,vtag,k30,30.0,False,300.0,0.0,0.0,0.7233,0.709,0.7621,0.7233,0.709,0.7621,0.7233,0.5867,0.88,0.44,100.0,0.7561,0.637,0.93,100.0,0.7843,0.7692,0.8,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k30.csv,30.0
,,project_specific,kubernetes_kubernetes,vtag,k4,4.0,False,300.0,0.0,0.0,0.68,0.6812,0.6887,0.68,0.6812,0.6887,0.68,0.5969,0.6264,0.57,100.0,0.6636,0.6083,0.73,100.0,0.7831,0.8315,0.74,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k4.csv,4.0
,,project_specific,kubernetes_kubernetes,vtag,k5,5.0,False,300.0,0.0,0.0,0.7033,0.7013,0.7132,0.7033,0.7013,0.7132,0.7033,0.6111,0.6875,0.55,100.0,0.7074,0.6279,0.81,100.0,0.7853,0.8242,0.75,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k5.csv,5.0
,,project_specific,kubernetes_kubernetes,vtag,k6,6.0,False,300.0,0.0,0.0,0.7,0.6993,0.7055,0.7,0.6993,0.7055,0.7,0.6162,0.6706,0.57,100.0,0.6818,0.625,0.75,100.0,0.8,0.8211,0.78,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k6.csv,6.0
,,project_specific,kubernetes_kubernetes,vtag,k7,7.0,False,300.0,0.0,0.0,0.71,0.7087,0.7187,0.71,0.7087,0.7187,0.71,0.6264,0.6951,0.57,100.0,0.708,0.6349,0.8,100.0,0.7917,0.8261,0.76,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k7.csv,7.0
,,project_specific,kubernetes_kubernetes,vtag,k8,8.0,False,300.0,0.0,0.0,0.7067,0.7052,0.717,0.7067,0.7052,0.717,0.7067,0.6222,0.7,0.56,100.0,0.7018,0.625,0.8,100.0,0.7917,0.8261,0.76,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k8.csv,8.0
,,project_specific,kubernetes_kubernetes,vtag,k9,9.0,False,300.0,0.0,0.0,0.72,0.717,0.7283,0.72,0.717,0.7283,0.72,0.6298,0.7037,0.57,100.0,0.7424,0.6589,0.85,100.0,0.7789,0.8222,0.74,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/evaluations/eval_k9.csv,9.0
,,project_specific,kubernetes_kubernetes,vtag_debias,k1,1.0,False,300.0,0.0,0.0,0.6567,0.658,0.6603,0.6567,0.658,0.6603,0.6567,0.5572,0.5545,0.56,100.0,0.6602,0.6415,0.68,100.0,0.7565,0.7849,0.73,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/evaluations/eval_k1.csv,1.0
,,project_specific,kubernetes_kubernetes,vtag_debias,k3,3.0,False,300.0,0.0,0.0,0.7067,0.6886,0.7555,0.7067,0.6886,0.7555,0.7067,0.5417,0.8864,0.39,100.0,0.728,0.6067,0.91,100.0,0.7961,0.7736,0.82,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/evaluations/eval_k3.csv,3.0
,,project_specific,kubernetes_kubernetes,vtag_debias,k6,6.0,False,300.0,0.0,0.0,0.7067,0.6896,0.7445,0.7067,0.6896,0.7445,0.7067,0.5442,0.8511,0.4,100.0,0.7265,0.6138,0.89,100.0,0.7981,0.7685,0.83,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/evaluations/eval_k6.csv,6.0
,,project_specific,kubernetes_kubernetes,vtag_debias,k9,9.0,False,300.0,0.0,0.0,0.7233,0.7149,0.746,0.7233,0.7149,0.746,0.7233,0.6125,0.8167,0.49,100.0,0.7342,0.635,0.87,100.0,0.798,0.7864,0.81,100.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/evaluations/eval_k9.csv,9.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ft,finetune_fixed,,False,300.0,4.0,0.0133,0.4433,0.4339,0.4442,0.4433,0.4339,0.4442,0.4433,0.6294,0.6392,0.62,100.0,0.239,0.322,0.19,100.0,0.4333,0.3714,0.52,100.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/evaluations/eval_finetune_fixed.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k1,1.0,False,300.0,0.0,0.0,0.62,0.5748,0.7171,0.62,0.5748,0.7171,0.62,0.6667,0.5135,0.95,100.0,0.7461,0.7742,0.72,100.0,0.3115,0.8636,0.19,100.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k1.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k3,3.0,False,300.0,0.0,0.0,0.6267,0.594,0.6962,0.6267,0.594,0.6962,0.6267,0.6643,0.5167,0.93,100.0,0.7513,0.7978,0.71,100.0,0.3664,0.7742,0.24,100.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k3.csv,0.0
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k6,6.0,False,300.0,2.0,0.0067,0.6167,0.5873,0.6795,0.6167,0.5873,0.6795,0.6167,0.652,0.5145,0.89,100.0,0.7461,0.7742,0.72,100.0,0.3636,0.75,0.24,100.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/evaluations/eval_k6.csv,0.0
